,ID,Gender,Age,Handness,Race,Education,Language,Scan,Interval,Training,Face,People,Place,Activity,B75_Span,B75_L,B75_R,B90_Span,B90_L,B90_R,B95_Span,B95_L,B95_R,Distinc_Test,A1,Mem_s
104,16,1,71,1,1,12,-1,2,7,1,1,1,11,0,0.025996534,0.766666667,0.233333333,0.09051412,0.592,0.408,0.200214133,0.28342246,0.71657754,0.36840032,0,0.5
105,16,1,71,1,1,12,-1,2,9,-1,0,1,38,29,0.110918544,0.28125,0.71875,0.354815351,0.442857143,0.557142857,0.262312634,0.442857143,0.557142857,0.381500464,0,0.3
106,16,1,71,1,1,12,-1,2,7,1,1,1,11,19,0.060658579,0.585714286,0.414285714,0.178131789,0.524390244,0.475609756,0.167023555,0.519230769,0.480769231,0.345348368,1,0
107,16,1,71,1,1,12,-1,2,13,-1,1,1,22,0,0.014731369,0,1,0.060825489,0.797619048,0.202380952,0.082441113,0.88961039,0.11038961,0.478462974,0,0.5
108,16,1,71,1,1,12,-1,2,13,-1,1,1,22,7,0.031195841,0.666666667,0.333333333,0.060825489,0.333333333,0.666666667,0.082441113,0.636363636,0.363636364,0.39276624,1,0.1
109,16,1,71,1,1,12,-1,2,14,1,1,1,38,29,0.01559792,0.333333333,0.666666667,0.036929761,0.764705882,0.235294118,0.031049251,0.793103448,0.206896552,0.434565206,0,0.2
110,16,1,71,1,1,12,-1,2,6,1,1,1,38,22,0.003466205,0,1,0.002896452,0,1,0.002141328,0,1,0.364862554,0,0.2
111,16,1,71,1,1,12,-1,2,13,-1,1,1,27,7,0.031195841,0.333333333,0.666666667,0.060825489,0.666666667,0.333333333,0.082441113,0.363636364,0.636363636,0.567247769,0,0.5
112,16,1,71,1,1,12,-1,2,9,-1,0,1,31,29,0.039861352,0.043478261,0.956521739,0.354815351,0.634693878,0.365306122,0.262312634,0.634693878,0.365306122,0.38104675,0,0.3
113,16,1,71,1,1,12,-1,2,18,1,1,1,23,0,0.035528596,0.097560976,0.902439024,0.07096307,0.62244898,0.37755102,0.158458244,0.875,0.125,0.358090119,2,0.8
114,16,1,71,1,1,12,-1,2,9,-1,1,1,23,26,0.049393414,0.596491228,0.403508772,0.354815351,0.073469388,0.926530612,0.262312634,0.073469388,0.926530612,0.337363715,2,0.9
115,16,1,71,1,1,12,-1,2,8,-1,1,1,11,0,0.064991334,0.08,0.92,0.111513396,0.038961039,0.961038961,0.087259101,0.036809816,0.963190184,0.386275356,0,0.4
116,16,1,71,1,1,12,-1,2,15,1,1,1,0,0,0.030329289,0.542857143,0.457142857,1,0.85083273,0.14916727,0.739293362,0.85083273,0.14916727,0.369979556,0,0.5
117,16,1,71,1,1,12,-1,2,6,1,0,1,38,29,0.004332756,0.4,0.6,0.032585083,0.044444444,0.955555556,0.05620985,0.276190476,0.723809524,0.40662736,2,0.8
118,16,1,71,1,1,12,-1,2,11,-1,0,1,27,0,0.006932409,0.375,0.625,0.038377987,0.849056604,0.150943396,0.064239829,0.725,0.275,0.375878113,0,0.4
119,16,1,71,1,1,12,-1,2,5,1,0,1,23,7,0.003466205,0,1,0.023171615,0.4375,0.5625,0.030513919,0.245614035,0.754385965,0.341717131,1,0
120,16,1,71,1,1,12,-1,2,13,-1,1,0,0,22,0.014731369,0.235294118,0.764705882,0.060825489,0.047619048,0.952380952,0.082441113,0.025974026,0.974025974,0.391955049,2,0.7
121,16,1,71,1,1,12,-1,2,7,1,1,1,11,18,0.060658579,0.285714286,0.714285714,0.178131789,0.43902439,0.56097561,0.167023555,0.451923077,0.548076923,0.362862981,0,0.5
122,16,1,71,1,1,12,-1,2,13,-1,1,1,31,26,0.051126516,0.677966102,0.322033898,0.467776973,0.232198142,0.767801858,0.457173448,0.297423888,0.702576112,0.359672984,0,0.2
123,16,1,71,1,1,12,-1,2,6,1,1,1,12,22,0.029462738,0.852941176,0.147058824,0.027516293,0.815789474,0.184210526,0.020342612,0.815789474,0.184210526,0.37103251,2,0.9
124,16,1,71,1,1,12,-1,2,9,-1,0,0,0,0,0.01559792,0.055555556,0.944444444,0.041274439,0.01754386,0.98245614,0.042291221,0.012658228,0.987341772,0.397649385,1,0
125,16,1,71,1,1,12,-1,2,10,-1,0,0,37,22,0.008665511,0.9,0.1,0.00724113,0.9,0.1,0.005353319,0.9,0.1,0.356793569,0,0.2
126,16,1,71,1,1,12,-1,2,18,1,1,1,23,7,0.035528596,0.268292683,0.731707317,0.07096307,0.112244898,0.887755102,0.158458244,0.037162162,0.962837838,0.348156462,2,0.7
127,16,1,71,1,1,12,-1,2,8,-1,0,0,11,0,0.024263432,0.5,0.5,0.174511224,0.709543568,0.290456432,0.138650964,0.694980695,0.305019305,0.481709558,0,0.3
128,16,1,71,1,1,12,-1,2,18,1,1,1,23,7,0.008665511,0.6,0.4,0.07096307,0.683673469,0.316326531,0.158458244,0.226351351,0.773648649,0.779174287,2,0.8
129,16,1,71,1,1,12,-1,2,13,-1,0,1,31,0,0.266897747,0.347402597,0.652597403,0.467776973,0.427244582,0.572755418,0.457173448,0.444964871,0.555035129,0.37777727,0,0.3
130,16,1,71,1,1,12,-1,2,15,1,1,1,11,26,0.600519931,0.554112554,0.445887446,1,0.527154236,0.472845764,0.739293362,0.527154236,0.472845764,0.374792286,1,0.1
131,16,1,71,1,1,12,-1,2,5,1,0,0,27,20,0.004332756,0.2,0.8,0.021723389,0.266666667,0.733333333,0.021413276,0.375,0.625,0.439313041,2,0.8
132,16,1,71,1,1,12,-1,2,9,-1,0,1,0,29,0.065857886,0.486842105,0.513157895,0.354815351,0.195918367,0.804081633,0.262312634,0.195918367,0.804081633,0.38071666,0,0.3
133,16,1,71,1,1,12,-1,2,5,1,1,1,22,7,0.011265165,0.384615385,0.615384615,0.029688631,0.195121951,0.804878049,0.040685225,0.131578947,0.868421053,0.35472712,2,0.7
134,16,1,71,1,1,12,-1,2,8,-1,0,1,11,18,0.064991334,0.4,0.6,0.111513396,0.194805195,0.805194805,0.087259101,0.18404908,0.81595092,0.447775633,0,0.2
135,16,1,71,1,1,12,-1,2,13,-1,0,0,38,29,0.051126516,0.288135593,0.711864407,0.467776973,0.764705882,0.235294118,0.457173448,0.700234192,0.299765808,0.381976457,1,0.1
136,16,1,71,1,1,12,-1,2,14,1,1,1,11,26,0.017331023,0.7,0.3,0.021723389,0.466666667,0.533333333,0.133297645,0.0562249,0.9437751,0.37817106,0,0.4
137,16,1,71,1,1,12,-1,2,6,1,1,1,23,26,0.005199307,0.166666667,0.833333333,0.004344678,0.166666667,0.833333333,0.05620985,0.695238095,0.304761905,0.354006691,0,0.5
